Country,Region_2015,Happiness Rank_2015,Happiness Score_2015,Economy (GDP per Capita)_2015,Family_2015,Health (Life Expectancy)_2015,Freedom_2015,Trust (Government Corruption)_2015,Generosity_2015,Dystopia Residual_2015,Region_2016,Happiness Rank_2016,Happiness Score_2016,Economy (GDP per Capita)_2016,Family_2016,Health (Life Expectancy)_2016,Freedom_2016,Trust (Government Corruption)_2016,Generosity_2016,Dystopia Residual_2016,Happiness Rank_2017,Happiness Score_2017,Economy (GDP per Capita)_2017,Family_2017,Health (Life Expectancy)_2017,Freedom_2017,Generosity_2017,Trust (Government Corruption)_2017,Dystopia Residual_x,Region_2017,Happiness Rank_2018,Happiness Score_2018,Economy (GDP per Capita)_2018,Family_2018,Health (Life Expectancy)_2018,Freedom_2018,Generosity_2018,Trust (Government Corruption)_2018,Region_2018,Happiness Rank_2019,Happiness Score_2019,Economy (GDP per Capita)_2019,Family_2019,Health (Life Expectancy)_2019,Freedom_2019,Generosity_2019,Trust (Government Corruption)_2019,Region_2019,Region_2020,Happiness Score_2020,Economy (GDP per Capita)_2020,Family_2020,Health (Life Expectancy)_2020,Freedom_2020,Generosity_2020,Trust (Government Corruption)_2020,Dystopia Residual_y,Happiness Rank_2020,Region,Happiness Score_2021,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Generosity,Trust (Government Corruption),Dystopia Residual_2021,Happiness Rank_2021,Happiness Rank_2022,Happiness Score_2022,Dystopia Residual_2022,Code
Malawi,Sub-Saharan Africa,131,4.292,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,Sub-Saharan Africa,132,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,136,3.97000002861023,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.287170469760895,0.0727116540074348,2.08178615570068,Sub-Saharan Africa,147,3.587,0.186,0.541,0.306,0.531,0.21,0.08,Sub-Saharan Africa,150,3.41,0.191,0.56,0.495,0.443,0.218,0.089,Sub-Saharan Africa,Sub-Saharan Africa,3.538000107,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,1.552718282,145,Sub-Saharan Africa,3.6,6.958,0.537,57.948,0.78,0.038,0.729,2.19,144,138,3.75,1.661,MWI
Sri Lanka,Southern Asia,132,4.271,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828,0.67108,Southern Asia,117,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,120,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,0.419389247894287,Southern Asia,116,4.471,0.918,1.314,0.672,0.585,0.307,0.05,Southern Asia,130,4.366,0.949,1.265,0.831,0.47,0.244,0.047,Southern Asia,South Asia,4.327000141,9.389969826,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,0.611288548,130,South Asia,4.325,9.47,0.827,67.299,0.841,0.079,0.863,1.075,129,127,4.362,0.595,LKA
Cameroon,Sub-Saharan Africa,133,4.252,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618,1.95071,Sub-Saharan Africa,114,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,107,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,2.3336455821991,Sub-Saharan Africa,99,4.975,0.535,0.891,0.182,0.454,0.183,0.043,Sub-Saharan Africa,96,5.044,0.549,0.91,0.331,0.381,0.187,0.037,Sub-Saharan Africa,Sub-Saharan Africa,5.084899902,8.118647575,0.700386405,52.7049408,0.763051808,-0.00149645,0.851336598,2.719370842,98,Sub-Saharan Africa,5.142,8.189,0.71,53.515,0.731,0.026,0.848,3.195,91,102,5.048,2.469,CMR
Bulgaria,Central and Eastern Europe,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,Central and Eastern Europe,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,105,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,0.996139287948608,Central and Eastern Europe,100,4.933,1.054,1.515,0.712,0.359,0.064,0.009,Central and Eastern Europe,97,5.011,1.092,1.513,0.815,0.311,0.081,0.004,Central and Eastern Europe,Central and Eastern Europe,5.101500034,9.869318962,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,1.294961452,96,Central and Eastern Europe,5.266,10.016,0.931,67.0,0.788,-0.096,0.932,1.823,88,85,5.371,1.235,BGR
Egypt,Middle East and Northern Africa,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,Middle East and Northern Africa,120,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,104,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.282110154628754,0.128631442785263,0.114381365478039,1.70216107368469,Middle East and Northern Africa,122,4.419,0.885,1.025,0.553,0.312,0.092,0.107,Middle East and Northern Africa,137,4.166,0.913,1.039,0.644,0.241,0.076,0.067,Middle East and Northern Africa,Middle East and North Africa,4.151400089,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,1.158818245,138,Middle East and North Africa,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,1.648,132,129,4.288,0.856,EGY
Mali,Sub-Saharan Africa,138,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,Sub-Saharan Africa,135,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,127,4.19000005722046,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.183354198932648,0.104970246553421,1.66819095611572,Sub-Saharan Africa,118,4.447,0.37,1.233,0.152,0.367,0.139,0.056,Sub-Saharan Africa,128,4.39,0.385,1.105,0.308,0.327,0.153,0.052,Sub-Saharan Africa,Sub-Saharan Africa,4.729300022,7.629852295,0.731468976,51.72698212,0.71156615,-0.044366926,0.839328408,2.559335232,114,Sub-Saharan Africa,4.723,7.744,0.724,51.969,0.697,-0.036,0.827,3.016,117,123,4.479,2.373,MLI
Uganda,Sub-Saharan Africa,141,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,Sub-Saharan Africa,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,133,4.08099985122681,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.325766056776047,0.057069718837738,1.526362657547,Sub-Saharan Africa,135,4.161,0.322,1.09,0.237,0.45,0.259,0.061,Sub-Saharan Africa,136,4.189,0.332,1.069,0.443,0.356,0.252,0.06,Sub-Saharan Africa,Sub-Saharan Africa,4.43200016,7.500389576,0.764994621,55.70820236,0.731713951,0.099487431,0.836737812,1.958671093,126,Sub-Saharan Africa,4.636,7.677,0.781,56.101,0.709,0.122,0.855,2.596,119,117,4.603,1.842,UGA
Senegal,Sub-Saharan Africa,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843,1.44395,Sub-Saharan Africa,128,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,115,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.183468893170357,0.115460447967052,1.78964614868164,Sub-Saharan Africa,109,4.631,0.429,1.117,0.433,0.406,0.138,0.082,Sub-Saharan Africa,111,4.681,0.45,1.134,0.571,0.292,0.153,0.072,Sub-Saharan Africa,Sub-Saharan Africa,4.980800152,8.118982315,0.723616004,59.59915161,0.690596163,-0.052335154,0.808785141,2.405123949,101,Sub-Saharan Africa,5.132,8.118,0.71,59.802,0.695,-0.046,0.801,3.071,92,103,5.046,2.419,SEN
Gabon,Sub-Saharan Africa,143,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895,Sub-Saharan Africa,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,118,4.46500015258789,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0437853783369064,0.0760467872023582,1.32291626930237,Sub-Saharan Africa,103,4.758,1.036,1.164,0.404,0.356,0.032,0.052,Sub-Saharan Africa,104,4.799,1.057,1.183,0.571,0.295,0.043,0.055,Sub-Saharan Africa,Sub-Saharan Africa,4.829299927,9.680537224,0.787886858,59.71533966,0.704829216,-0.222261623,0.849150956,1.735027552,108,Sub-Saharan Africa,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,2.201,112,106,4.958,1.892,GAB
Cambodia,Southeastern Asia,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,Southeastern Asia,140,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,129,4.16800022125244,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,1.04294109344482,Southeastern Asia,120,4.433,0.549,1.088,0.457,0.696,0.256,0.065,Southeastern Asia,109,4.7,0.574,1.122,0.637,0.609,0.232,0.062,Southeastern Asia,Southeast Asia,4.848400116,8.249890327,0.773080647,61.52996826,0.959704638,0.051911179,0.822769046,1.663300037,106,Southeast Asia,4.83,8.36,0.765,62.0,0.959,0.034,0.843,2.148,114,114,4.64,1.41,KHM
Tanzania,Sub-Saharan Africa,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377,1.38079,Sub-Saharan Africa,149,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,153,3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,0.621130466461182,Sub-Saharan Africa,153,3.303,0.455,0.991,0.381,0.481,0.27,0.097,Sub-Saharan Africa,153,3.231,0.476,0.885,0.499,0.417,0.276,0.147,Sub-Saharan Africa,Sub-Saharan Africa,3.476200104,7.967665195,0.688933194,57.49607468,0.82153976,0.109668687,0.619799435,0.718963385,148,Sub-Saharan Africa,3.623,7.876,0.702,57.999,0.833,0.183,0.577,1.263,142,139,3.702,0.735,TZA
Guinea,Sub-Saharan Africa,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,Sub-Saharan Africa,151,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,149,3.50699996948242,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,1.55231189727783,Sub-Saharan Africa,140,3.964,0.344,0.792,0.211,0.394,0.185,0.094,Sub-Saharan Africa,118,4.534,0.38,0.829,0.375,0.332,0.207,0.086,Sub-Saharan Africa,Sub-Saharan Africa,4.949299812,7.750990391,0.637573481,54.46780014,0.706846774,0.076328471,0.761794448,2.740729809,102,Sub-Saharan Africa,4.984,7.838,0.639,55.008,0.697,0.095,0.766,3.216,102,109,4.891,2.538,GIN
Burkina Faso,Sub-Saharan Africa,152,3.587,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747,1.46494,Sub-Saharan Africa,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,134,4.03200006484985,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.250864684581757,0.120328105986118,1.72721290588379,Sub-Saharan Africa,121,4.424,0.314,1.097,0.254,0.312,0.175,0.128,Sub-Saharan Africa,115,4.587,0.331,1.056,0.38,0.255,0.177,0.113,Sub-Saharan Africa,Sub-Saharan Africa,4.768700123,7.46854496,0.712943614,53.88945389,0.665563583,-0.019080516,0.739795029,2.588826418,112,Sub-Saharan Africa,4.834,7.678,0.672,54.151,0.695,-0.009,0.748,3.133,113,113,4.67,2.313,BFA
Afghanistan,Southern Asia,153,3.575,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,Southern Asia,154,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,141,3.79399991035461,0.401477217674255,0.581543326377869,0.180746778845787,0.106179520487785,0.311870932579041,0.0611578300595284,2.15080118179321,Southern Asia,145,3.632,0.332,0.537,0.255,0.085,0.191,0.036,Southern Asia,154,3.203,0.35,0.517,0.361,0.0,0.158,0.025,Southern Asia,South Asia,2.566900015,7.462860584,0.470366955,52.59000015,0.396573007,-0.0964294,0.933686554,1.507235646,153,South Asia,2.523,7.695,0.463,52.493,0.382,-0.102,0.924,1.895,149,146,2.404,1.263,AFG
Benin,Sub-Saharan Africa,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.63328,Sub-Saharan Africa,153,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,143,3.65700006484985,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.207948461174965,0.0609290152788162,1.88563096523285,Sub-Saharan Africa,136,4.141,0.378,0.372,0.24,0.44,0.163,0.067,Sub-Saharan Africa,102,4.883,0.393,0.437,0.397,0.349,0.175,0.082,Sub-Saharan Africa,Sub-Saharan Africa,5.21600008,7.674319744,0.468671143,54.31246567,0.735182583,-0.003537213,0.740532577,3.440809727,86,Sub-Saharan Africa,5.045,8.087,0.489,54.713,0.757,-0.034,0.661,3.482,99,115,4.623,2.458,BEN
Togo,Sub-Saharan Africa,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,Sub-Saharan Africa,155,3.303,0.28123,0.0,0.24811,0.34678,0.11587,0.17517,2.1354,150,3.49499988555908,0.305444717407227,0.431882530450821,0.247105568647385,0.38042613863945,0.196896150708199,0.0956650152802467,1.83722925186157,Sub-Saharan Africa,139,3.999,0.259,0.474,0.253,0.434,0.158,0.101,Sub-Saharan Africa,139,4.085,0.275,0.572,0.41,0.293,0.177,0.085,Sub-Saharan Africa,Sub-Saharan Africa,4.187200069,7.357711315,0.551312625,54.71989822,0.649828613,0.002667875,0.757733464,2.409595251,135,Sub-Saharan Africa,4.107,7.362,0.569,54.914,0.619,0.032,0.772,2.806,136,135,4.112,2.061,TGO
